,idno,author-short,title-short,title-full,year-performance,genre,subgenre,subgenre-simple,structure,form,decade,location,country,periode
tc0081,tc0081,CorneilleT,Circé,Circé,1677,drama,Tragédie,tragédie,"cinq actes, un prologue",vers,1670s,Lieu mythologique,Pays mythologique,Temps mythologiques
tc0084,tc0084,Campistron,Arminus,Arminus,1684,drama,Tragédie,tragédie,cinq actes,vers,1680s,Veutberg,Allemagne,Ier
tc0090,tc0090,PugetDeLaSerre,Thomas-Morus,Thomas morus ou le triomphe de la foi,N/A,drama,Tragédie,tragédie,cinq actes,prose,N/0s,Londres,Angleterre,XVIème
tc0092,tc0092,Campistron,Alcibiade,Alcibiade,1685,drama,Tragédie,tragédie,cinq actes,vers,1680s,Sardis,Turquie,Vème avant JC
tc0094,tc0094,CorneilleT,Comte-Essex,Le comte d'essex,1678,drama,Tragédie,tragédie,cinq actes,vers,1670s,Londres,Angleterre,XVIème
tc0095,tc0095,Beze,Abraham-sacrifiant,Abraham sacrifiant,1668,drama,Tragédie,tragédie,un acte,vers,1660s,Jérusalem,Israël,Temps bibliques
tc0100,tc0100,Magnon,Séjanus,Séjanus,1644,drama,Tragédie,tragédie,cinq actes,vers,1640s,Rome,Italie,Ième
tc0106,tc0106,Pradon,Statira,Statira,1677,drama,Tragédie,tragédie,cinq actes,vers,1670s,Babylone,Perse,IVème avant JC
tc0108,tc0108,Voltaire,Pélopides,Les pélopides ou atree et thyeste,(non représentée),drama,Tragédie,tragédie,cinq actes,vers,(non représentée0s,Lieu mythologique,Pays mythologique,Temps mythologiques
tc0116,tc0116,CorneilleP,Cinna,Cinna ou la clémence d'auguste,1639,drama,Tragédie,tragédie,cinq actes,vers,1630s,Rome,Italie,Ier avant JC
tc0117,tc0117,Folard,Thémistocle,Thémistocle,1681,drama,Tragédie,tragédie,cinq actes,vers,1680s,Suze,Perse,Vème avant JC
tc0119,tc0119,Desfontaines,Véritable-Sémiramis,La véritable sémiramis,1646,drama,Tragédie,tragédie,cinq actes,vers,1640s,Babylone,Irak,XXIIème avant JC
tc0124,tc0124,Saurin,Spartacus,Spartacus,1760,drama,Tragédie,tragédie,cinq actes,vers,1760s,Tarente,Italie,Ier avant JC
tc0129,tc0129,DuRyer,Esther,Esther,1640,drama,Tragédie,tragédie,cinq actes,vers,1640s,Babylone,Iran,Temps bibliques
tc0132,tc0132,Saurin,Blanche-Guiscard-,Blanche et guiscard ,1763,drama,Tragédie,tragédie,cinq actes,vers,1760s,Palerme,Italie,(inconnue)
tc0133,tc0133,LaMotte,Machabées,Les machabées,1721,drama,Tragédie,tragédie,cinq actes,vers,1720s,Antioche,Turquie,IIème avant JC
tc0139,tc0139,CorneilleP,Surena,Surena géneral des parthes,1674,drama,Tragédie,tragédie,cinq actes,vers,1670s,Séleucie,Irak,Ier avant JC
tc0146,tc0146,Boyer,Agamemnon,Agamemnon,1647,drama,Tragédie,tragédie,cinq actes,vers,1640s,Mycènes,Grèce,temps mythologiques
tc0147,tc0147,LaCalprenede,Herménégilde,Herménégilde,1643,drama,Tragédie,tragédie,cinq actes,prose,1640s,Séville,Espagne,VIème
tc0149,tc0149,Biancolelli+RiccoboniA+RiccoboniL+Romagnesi,Arcagambis,Arcagambis,1726,drama,Tragédie,tragédie,un acte,vers,1720s,(inconnue),France,XVIIème
tc0150,tc0150,Voltaire,Lois-Minos,Les lois de minos,1774,drama,Tragédie,tragédie,cinq actes,vers,1770s,Gortine,Crète,Temps mythologiques
tc0151,tc0151,CorneilleP,Clitandre,Clitandre,1632,drama,Tragédie,tragédie,cinq actes,vers,1630s,Ecosse,Ecosse,(inconnue)
tc0166,tc0166,Jodelle,Cléopâtre-captive,Cléopâtre captive,N/A,drama,Tragédie,tragédie,cinq actes,vers,N/0s,Alexandrie,Egypte,Ième avant JC
tc0172,tc0172,Voltaire,Oreste,Oreste,1750,drama,Tragédie,tragédie,"cinq actes, un prologue",vers,1750s,Argos,Grèce,Temps mythologiques
tc0174,tc0174,CorneilleP,Théodore,Théodore,1645,drama,Tragédie,tragédie,cinq actes,vers,1640s,Antioche,Turquie,IVème
tc0180,tc0180,Leclerc,Iphigénie,Iphigénie,N/A,drama,Tragédie,tragédie,cinq actes,vers,N/0s,Aulide,Grèce,Xème avant JC
tc0184,tc0184,Legouvé,Polixène,Polixène,(inconnue),drama,Tragédie,tragédie,cinq actes,vers,(inconnue0s,Troie,Turquie,Temps mythologiques
tc0187,tc0187,Chamfort,Mustapha-Zéangir,Mustapha et zéangir,1777,drama,Tragédie,tragédie,cinq actes,vers,1770s,Constantinople,Turquie,XVIème
tc0188,tc0188,CorneilleT,Mort-Achille,La mort d'achille,1673,drama,Tragédie,tragédie,cinq actes,vers,1670s,Troie,Turquie,Temps mythologiques
tc0192,tc0192,CauxDeMontlebert,Marius,Marius,1715,drama,Tragédie,tragédie,cinq actes,vers,1710s,Cirthe,Numidie,IIème avant JC
tc0199,tc0199,PugetDeLaSerre,Sainte-Catherine,Le martyre de sainte catherine,(inconnue),drama,Tragédie,tragédie,cinq actes,prose,(inconnue0s,Alexandrie,Egypte,IVème
tc0201,tc0201,Voltaire,Irène,Irène,1778,drama,Tragédie,tragédie,cinq actes,vers,1770s,Constantinople,Turquie,IXème
tc0208,tc0208,Voltaire,Adélaïde-Guesclin,Adélaïde du guesclin,1734,drama,Tragédie,tragédie,cinq actes,vers,1730s,Lille,France,(inconnue)
tc0212,tc0212,Rotrou,Antigone,Antigone,1637,drama,Tragédie,tragédie,cinq actes,vers,1630s,Thèbes,Grèce,Temps mythologiques
tc0213,tc0213,BohaireDutheil,Siège-paris,Le siège de paris,(inconnue),drama,Tragédie,tragédie,cinq actes,vers,(inconnue0s,Paris,France,XVIème
tc0215,tc0215,Voltaire,Agathocle,Agathocle,1779,drama,Tragédie,tragédie,cinq actes,vers,1770s,Syracuse,Italie,IVème avant JC
tc0224,tc0224,Voltaire,Sémiramis,Sémiramis,1748,drama,Tragédie,tragédie,cinq actes,vers,1740s,Babylone,Irak,IIIème avant JC
tc0226,tc0226,Rotrou,Hercule-mourant,Hercule mourant,(inconnue),drama,Tragédie,tragédie,cinq actes,vers,(inconnue0s,Lieu mythologique,Pays mythologique,Temps mythologiques
tc0228,tc0228,Voltaire,Alzire-américains,Alzire ou les américains,1736,drama,Tragédie,tragédie,cinq actes,vers,1730s,Lima,Pérou,XIIème
tc0233,tc0233,Boyer,Mort-enfants-Brute,La mort des enfants de brute,1647,drama,Tragédie,tragédie,cinq actes,vers,1640s,Rome,Italie,Ier
tc0237,tc0237,Campistron,Andronic,Andronic,1685,drama,Tragédie,tragédie,cinq actes,vers,1680s,Constantinople,Turquie,XIVème
tc0242,tc0242,CorneilleP,Sophonisbe,Sophonisbe,1663,drama,Tragédie,tragédie,cinq actes,vers,1660s,Cirta,Algérie,IIIème avant JC
tc0251,tc0251,CorneilleP,Othon,Othon,1664,drama,Tragédie,tragédie,cinq actes,vers,1660s,Rome,Italie,Ier avant JC
tc0252,tc0252,Pradon,Tamerlan,Tamerlan ou la mort de bajazet,1676,drama,Tragédie,tragédie,cinq actes,vers,1670s,Ankara,Turquie,XVème
tc0257,tc0257,Voltaire,Scythes,Les scythes,1767,drama,Tragédie,tragédie,cinq actes,vers,1760s,Scythie,Turquie,Ier avant JC
tc0258,tc0258,Quinault,Atys,Atys,1676,drama,Tragédie,tragédie,"cinq actes, un prologue",vers,1670s,Phrygie,Turquie,Temps mythologiques
tc0261,tc0261,CorneilleT,Bradamante,Bradamante,1695,drama,Tragédie,tragédie,cinq actes,vers,1690s,Aix-la-Chapelle,Allemagne,IXème
tc0264,tc0264,CorneilleT,Mort-Annibal,La mort d'annibal,1669,drama,Tragédie,tragédie,cinq actes,vers,1660s,Nicomédie,Turquie,IVème avant JC
tc0274,tc0274,GudinDeLaBrenellerie,Lothaire,Lothaire,1768,drama,Tragédie,tragédie,cinq actes,vers,1760s,Metz,France,XIVème
tc0277,tc0277,Pradon,Scipion-africain,Scipion l'africain,1697,drama,Tragédie,tragédie,cinq actes,vers,1690s,Zama,Tunisie,IIIème avant JC
tc0278,tc0278,Crébillon,Atrée-Thyeste,Atrée et thyeste,1707,drama,Tragédie,tragédie,cinq actes,vers,1700s,Chalcys,Grèce,Temps mythologiques
tc0279,tc0279,Voltaire,Zaïre,Zaïre,1732,drama,Tragédie,tragédie,cinq actes,vers,1730s,Jérusalem,Israël,XIIème
tc0285,tc0285,Nadal,Mariamne,Mariamne,1725,drama,Tragédie,tragédie,cinq actes,vers,1720s,Jérusalem,Israël,Ier
tc0290,tc0290,Delavigne,Une-famille-Luther,Une famille au temps de luther,N/A,drama,Tragédie,tragédie,cinq actes,vers,N/0s,Augsbourg,Allemagne,XVIème
tc0302,tc0302,Bensérade,Mort-Achille,La mort d'achille et la dispute des armes,1635,drama,Tragédie,tragédie,cinq actes,vers,1630s,Troie,Turquie,Temps mythologiques
tc0308,tc0308,CorneilleP,Attila,Attila,1667,drama,Tragédie,tragédie,cinq actes,vers,1660s,Norique,Autriche,Vème
tc0310,tc0310,CorneilleP,Polyeucte-martyr,Polyeucte martyr,1641,drama,Tragédie,tragédie,cinq actes,vers,1640s,Mélitène,Arménie,IIIème
tc0311,tc0311,DuRyer,Saül,Saül,1640,drama,Tragédie,tragédie,cinq actes,vers,1640s,Environ du Mont de Gelboé,Israël,Temps bibliques
tc0314,tc0314,Sommerive,Bajazet,Bajazet,1737,drama,Tragédie,tragédie,cinq actes,vers,1730s,Samarcande,France,XIVème
tc0315,tc0315,Boyer,Porcie-romaine,La porcie romaine,1645,drama,Tragédie,tragédie,cinq actes,vers,1640s,Pharsale,Grèce,Ier avant JC
tc0327,tc0327,TristanLHermite,Mort-Chrispe,La mort de chrispe,1644,drama,Tragédie,tragédie,cinq actes,vers,1640s,Rome,Italie,IVème
tc0328,tc0328,Deshoulières,Genseric,Genseric,1680,drama,Tragédie,tragédie,cinq actes,vers,1680s,Carthage,Tunisie,Vème
tc0335,tc0335,Cailleau,Tragédies,Les tragédies de m,N/A,drama,Tragédie,tragédie,cinq actes,vers,N/0s,Paris,France,XVIIIème
tc0340,tc0340,Piron,Gustave-Wasa,Gustave wasa,1733,drama,Tragédie,tragédie,cinq actes,vers,1730s,Stockholm,Suède,XVème
tc0343,tc0343,Boyer,Artaxerce,Artaxerce,1682,drama,Tragédie,tragédie,cinq actes,vers,1680s,Babylone,Perse,VIIème avant JC
tc0346,tc0346,BohaireDutheil,Jésus-Christ,Jésus-christ,(inconnue),drama,Tragédie,tragédie,cinq actes,vers,(inconnue0s,Jérusalem,Israël,Ier
tc0347,tc0347,Deshoulières,Mort-cochon,La mort de cochon,(non représentée),drama,Tragédie,tragédie,un acte,vers,(non représentée0s,Paris,France,XVIIème
tc0350,tc0350,Colardeau,Astarbé,Astarbé,1758,drama,Tragédie,tragédie,cinq actes,vers,1750s,Tyr,Syrie,IXème avant JC
tc0360,tc0360,Racine,Britannicus,Britannicus,1669,drama,Tragédie,tragédie,cinq actes,vers,1660s,Rome,Italie,Ier
tc0361,tc0361,PugetDeLaSerre,Thésée,Thésée ou le prince reconnu,(inconnue),drama,Tragédie,tragédie,cinq actes,prose,(inconnue0s,Athènes,Grèce,Temps mythologiques
tc0365,tc0365,SaintAignan,Mort-Louis-XVI,La mort de louis xvi,(non représentée),drama,Tragédie,tragédie,trois actes,vers,(non représentée0s,Paris,France,XVIIIème
tc0367,tc0367,Bensérade,Cléopâtre,Cléopâtre,1635,drama,Tragédie,tragédie,cinq actes,vers,1630s,Alexandrie,Egypte,Ier avant JC
tc0385,tc0385,Fénelon,Alexandre,Alexandre,N/A,drama,Tragédie,tragédie,cinq actes,vers,N/0s,Arbelles,Assyrie,IVeme avant JC
tc0387,tc0387,Legouvé,Laurence-Orzano,Laurence et orzano,(inconnue),drama,Tragédie,tragédie,cinq actes,vers,(inconnue0s,Venise,Italie,XVIIIème
tc0388,tc0388,CorneilleP,Rodogune,Rodogune,1644,drama,Tragédie,tragédie,cinq actes,vers,1640s,Séleucie de Piérie,Syrie,IIème avant JC
tc0392,tc0392,Mathieu,Magicienne-étrangère,La magicienne étrangère,(non représentée),drama,Tragédie,tragédie,quatre actes,vers,(non représentée0s,Paris,France,XVIIème
tc0401,tc0401,CorneilleP,Horace,Horace,1639,drama,Tragédie,tragédie,cinq actes,vers,1630s,Rome,Italie,VIIème avant JC
tc0408,tc0408,Crébillon,Rhadamisthe-Zénobie,Rhadamisthe et zénobie,1711,drama,Tragédie,tragédie,cinq actes,vers,1710s,Artanisse,Georgie,Ier
tc0409,tc0409,Dorat,Régulus,Régulus,(non représentée),drama,Tragédie,tragédie,trois actes,vers,(non représentée0s,Rome,Italie,XVIIIème
tc0420,tc0420,Campistron,Adrien,Adrien,1690,drama,Tragédie,tragédie,cinq actes,vers,1690s,Rome,Italie,Vème avant JC
tc0422,tc0422,Desfontaines,Perside,Perside ou la suite d'ibrahim bassa,1642,drama,Tragédie,tragédie,cinq actes,vers,1640s,Constantinople,Turquie,XVIème avant JC
tc0426,tc0426,Boyer,Judith,Judith,1695,drama,Tragédie,tragédie,cinq actes,vers,1690s,Bétulie,Israël,VIIème avant JC
tc0429,tc0429,Racine,Alexandre-Grand,Alexandre le grand,1665,drama,Tragédie,tragédie,cinq actes,vers,1660s,Bord de l Hydaspe,Inde,IVème avant JC
tc0430,tc0430,Crébillon,Pyrrhus,Pyrrhus,1726,drama,Tragédie,tragédie,cinq actes,vers,1720s,Byzance,Turquie,Temps mythologiques
tc0433,tc0433,Laignelot,Agis,Agis,N/A,drama,Tragédie,tragédie,cinq actes,vers,N/0s,Sparte,Grèce,XVIIIème
tc0439,tc0439,Racine,Thébaïde,Thébaïde,1664,drama,Tragédie,tragédie,cinq actes,vers,1660s,Thèbes,Grèce,Temps mythologiques
tc0441,tc0441,DuRyer,Lucrèce,Lucrèce,1638,drama,Tragédie,tragédie,cinq actes,vers,1630s,Rome,Italie,VIème avant JC
tc0445,tc0445,DuRyer,Thémistocle,Thémistocle,1646,drama,Tragédie,tragédie,cinq actes,vers,1640s,(non indiqué),Iran,Vème avant JC
tc0450,tc0450,Crébillon,Xercès,Xercès,1714,drama,Tragédie,tragédie,cinq actes,vers,1710s,Babylone,Perse,Vème avant JC
tc0464,tc0464,CorneilleT,Persée-Démétrius,Persée et démétrius,1662,drama,Tragédie,tragédie,cinq actes,vers,1660s,(non indiqué),Grèce,Temps mythologiques
tc0467,tc0467,Desfontaines,Illustre-comédien,L'illustre comédien,1635,drama,Tragédie,tragédie,cinq actes,vers,1630s,Rome,Italie,IIème
tc0469,tc0469,Prade,Arsace,Arsace,1662,drama,Tragédie,tragédie,cinq actes,vers,1660s,Séleucie,Turquie,Vème avant JC
tc0473,tc0473,DuRyer,Alcionée,Alcionée ou le combat de l'honneur et de l'amour,1639,drama,Tragédie,tragédie,cinq actes,vers,1630s,Sardis,Turquie,IIIème avant JC
tc0474,tc0474,Racine,Bérénice,Bérénice,1670,drama,Tragédie,tragédie,cinq actes,vers,1670s,Rome,Italie,Ier
tc0480,tc0480,CorneilleT,Bérénice,Bérénice,1657,drama,Tragédie,tragédie,cinq actes,vers,1650s,Apamée,Turquie,(inconnue)
tc0499,tc0499,LaHarpe,Comte-Warwik,Le comte de warwik,1763,drama,Tragédie,tragédie,cinq actes,vers,1760s,Londres,Angleterre,XVème
tc0503,tc0503,Pradon,Phèdre-Hippolyte,Phèdre et hippolyte,1677,drama,Tragédie,tragédie,cinq actes,vers,1670s,Trézène,Grèce,Temps mythologiques
tc0505,tc0505,Boyer,Tyridate,Tyridate,1648,drama,Tragédie,tragédie,cinq actes,vers,1640s,Césarée,Israël,IIIème avant JC
tc0509,tc0509,Voltaire,Mérope,Mérope,1743,drama,Tragédie,tragédie,cinq actes,vers,1740s,Messène,Grèce,Temps mythologiques
tc0511,tc0511,Voltaire,Sophonisbe,Sophonisbe ,1774,drama,Tragédie,tragédie,cinq actes,vers,1770s,Cirta,Algérie,IIIème avant JC
tc0522,tc0522,Scudery,Arminius,Arminius ou les frères ennemis,1642,drama,Tragédie,tragédie,cinq actes,vers,1640s,(non indiqué),(inconnu),Ier
tc0524,tc0524,HenaultDArmorezan,Marius,Marius,1715,drama,Tragédie,tragédie,cinq actes,vers,1710s,Cirthe,Numidie,IIème avant JC
tc0527,tc0527,Chabanon,Eudoxie,Eudoxie,(inconnue),drama,Tragédie,tragédie,cinq actes,vers,(inconnue0s,Rome,Italie,XVIIIème
tc0529,tc0529,Scudery,Mort-César,La mort de césar,1636,drama,Tragédie,tragédie,cinq actes,vers,1630s,Rome,Italie,Ier avant JC
tc0540,tc0540,Anonyme,Thélamire,Thélamire,1739,drama,Tragédie,tragédie,cinq actes,vers,1730s,Syracuse,Sicile,Temps mythologiques
tc0545,tc0545,Longepierre,Médée,Médée,1694,drama,Tragédie,tragédie,cinq actes,vers,1690s,Grèce,Grèce,Temps mythologiques
tc0554,tc0554,Voltaire,Rome-sauvée,Rome sauvée ou catilina,1750,drama,Tragédie,tragédie,cinq actes,vers,1750s,Rome,Italie,Ier avant JC
tc0556,tc0556,Boyer,Aristodème,Aristodème,1647,drama,Tragédie,tragédie,cinq actes,vers,1640s,Mont Ithomé,Grèce,VIIIème avant JC
tc0558,tc0558,Crébillon,Électre,Électre,1708,drama,Tragédie,tragédie,cinq actes,vers,1700s,Mycènes,Grèce,Temps mythologiques
tc0566,tc0566,Quinault,Proserpine,Proserpine,1680,drama,Tragédie,tragédie,"cinq actes, un prologue",vers,1680s,Palais de Cérès,Pays mythologique,Temps mythologiques
tc0569,tc0569,SaintAignan,Martyre-Marie-Antoinette,Le martyre de marie-antoinette d'autriche,(non représentée),drama,Tragédie,tragédie,cinq actes,vers,(non représentée0s,Paris,France,XVIIIème
tc0570,tc0570,CorneilleT,Stilicon,Stilicon,1660,drama,Tragédie,tragédie,cinq actes,vers,1660s,Rome,Italie,IVème
tc0572,tc0572,Nadal,Osarphis-Moïse,Osarphis ou moïse,(non représentée),drama,Tragédie,tragédie,cinq actes,vers,(non représentée0s,Memphis,Egypte,Temps bibliques
tc0573,tc0573,Nadal,Saül,Saül,(non représentée),drama,Tragédie,tragédie,cinq actes,vers,(non représentée0s,Gelboé,Israël,Temps bibliques
tc0574,tc0574,Racine,Athalie,Athalie,1691,drama,Tragédie,tragédie,cinq actes,vers,1690s,Jérusalem,Israël,Temps bibliques
tc0582,tc0582,Boyer,Porus,Porus ou la générosité d'alexandre,N/A,drama,Tragédie,tragédie,cinq actes,vers,N/0s,Hydaspe,Inde,IIIème avant JC
tc0603,tc0603,Boursault,Germanicus,Germanicus,1673,drama,Tragédie,tragédie,cinq actes,vers,1670s,Rome,Italie,Ier
tc0606,tc0606,CorneilleT,Darius,Darius,1659,drama,Tragédie,tragédie,cinq actes,vers,1650s,Persépolis,Iran,Vème avant JC
tc0607,tc0607,CorneilleT,Mort-Commode,La mort de l'empereur commode,1657,drama,Tragédie,tragédie,cinq actes,vers,1650s,Rome,Italie,IIème
tc0608,tc0608,Voltaire,Olympie,Olympie,1764,drama,Tragédie,tragédie,cinq actes,vers,1760s,Éphèse,Turquie,IVème avant JC
tc0610,tc0610,Crébillon,Idoménée,Idoménée,1705,drama,Tragédie,tragédie,cinq actes,vers,1700s,Cydonie,Crète,Temps mythologiques
tc0618,tc0618,CorneilleP,Sertorius,Sertorius,1662,drama,Tragédie,tragédie,cinq actes,vers,1660s,Catalayud,Espagne,Ier avant JC
tc0621,tc0621,Quinault,Bellérophon,Bellérophon,1671,drama,Tragédie,tragédie,cinq actes,vers,1670s,Patare,Turquie,Temps mythologiques
tc0623,tc0623,CorneilleP,Cid,Le cid,1637,drama,Tragédie,tragédie,cinq actes,vers,1630s,Séville,Espagne,XIème
tc0627,tc0627,Crébillon,Catilina,Catilina,1748,drama,Tragédie,tragédie,cinq actes,vers,1740s,Rome,Italie,Ier avant JC
tc0628,tc0628,Cyrano,Mort-Agrippine,La mort d'agrippine,1654,drama,Tragédie,tragédie,cinq actes,vers,1650s,Rome,Italie,Ier
tc0631,tc0631,Legouvé,Attilie,Attilie,1750,drama,Tragédie,tragédie,cinq actes,vers,1750s,Rome,Italie,Ier
tc0632,tc0632,LeMierre,Artaxerce,Artaxerce,1766,drama,Tragédie,tragédie,cinq actes,vers,1760s,Suze,Iran,Vème avant JC
tc0635,tc0635,Tanevot,Adam-Eve,Adam et eve,(non représentée),drama,Tragédie,tragédie,cinq actes,vers,(non représentée0s,Lieu biblique,Pays biblique,Temps bibliques
tc0636,tc0636,PalissotDeMontenoy,Ninus-second,Ninus second,N/A,drama,Tragédie,tragédie,cinq actes,vers,N/0s,Ninive,Irak,VIIème avant JC
tc0647,tc0647,Boursault,Marie-Stuard,Marie stuard,1683,drama,Tragédie,tragédie,cinq actes,vers,1680s,Londres,Angleterre,XVIIème
tc0650,tc0650,Boyer,Amours-Jupiter,Les amours de jupiter et de sémélé,1666,drama,Tragédie,tragédie,"cinq actes, un prologue",vers,1660s,Thèbes,Grèce,Temps mythologiques
tc0653,tc0653,Legouvé,Étéocle,Étéocle,1799,drama,Tragédie,tragédie,cinq actes,vers,1790s,Thèbes,Grèce,Temps mythologiques
tc0654,tc0654,Rotrou,Cosroës,Cosroës,1648,drama,Tragédie,tragédie,cinq actes,vers,1640s,Ctésiphon,Irak,VIème
tc0655,tc0655,PoinsinetDeSivry,Ajax,Ajax,1762,drama,Tragédie,tragédie,cinq actes,vers,1760s,Troie,Turquie,Temps mythologiques
tc0662,tc0662,CorneilleP,Nicomède,Nicomède,1651,drama,Tragédie,tragédie,cinq actes,vers,1650s,Nicomédie,Turquie,Ier avant JC
tc0664,tc0664,Campistron,Phocion,Phocion,1688,drama,Tragédie,tragédie,cinq actes,vers,1680s,Athènes,Grèce,Vème avant JC
tc0668,tc0668,Voltaire,Tancrède,Tancrède,1765,drama,Tragédie,tragédie,cinq actes,vers,1760s,Syracuse,Italie,XIème
tc0674,tc0674,Crébillon,Triumvirat,Le triumvirat ou la mort de cicéron,1754,drama,Tragédie,tragédie,cinq actes,vers,1750s,Rome,Italie,Ier avant JC
tc0675,tc0675,LaChapelle,Zaïde,Zaïde,1681,drama,Tragédie,tragédie,cinq actes,vers,1680s,Grenade,Espagne,(inconnue)
tc0680,tc0680,DuRyer,Scévole,Scévole,1646,drama,Tragédie,tragédie,cinq actes,vers,1640s,Rome,Italie,VIème avant JC
tc0681,tc0681,LaCalprenede,Mort-Mitridate,La mort de mitridate,1635,drama,Tragédie,tragédie,cinq actes,vers,1630s,Rome,Italie,Ier
tc0682,tc0682,Racine,Iphigénie,Iphigénie,1674 1674,drama,Tragédie,tragédie,cinq actes,vers,1674 1670s,Aulide,Grèce,Temps mythologiques
tc0683,tc0683,Blanc,Druides,Les druides,1772,drama,Tragédie,tragédie,cinq actes,vers,1770s,Beauce,France,Temps mythologiques
tc0688,tc0688,Pellegrin,Tibère,Tibère,1726,drama,Tragédie,tragédie,cinq actes,vers,1720s,Rome,Italie,Ier
tc0690,tc0690,LaHarpe,Philoctète,Philoctète,1783,drama,Tragédie,tragédie,trois actes,vers,1780s,Lemnos,Grèce,Temps mythologiques
tc0695,tc0695,LaCalprenede,Comte-Essex,Le comte d'essex,1636,drama,Tragédie,tragédie,cinq actes,vers,1630s,Londres,Angleterre,XVIème
tc0696,tc0696,Jodelle,Didon-se-sacrifiant,Didon se sacrifiant,N/A,drama,Tragédie,tragédie,cinq actes,vers,N/0s,Carthage,Tunisie,Ième avant JC
tc0707,tc0707,CorneilleP,Oedipe,Oedipe,1659,drama,Tragédie,tragédie,cinq actes,vers,1650s,Thèbes,Grèce,Temps mythologiques
tc0714,tc0714,CorneilleP,Conquête-toison-or,La conquête de la toison d'or,1661,drama,Tragédie,tragédie,"cinq actes, un prologue",vers,1660s,Colchos,Georgie,Temps mythologiques
tc0716,tc0716,Voltaire,Fanatisme,Le fanatisme,1742,drama,Tragédie,tragédie,cinq actes,vers,1740s,La Mecque,Arabie Saoudite,VIIème
tc0717,tc0717,CorneilleT,Théodat,Théodat,1672,drama,Tragédie,tragédie,cinq actes,vers,1670s,(non indiqué),Italie,VIème
tc0718,tc0718,Voltaire,Guèbres,Les guèbres ou la tolérance ,(non représentée),drama,Tragédie,tragédie,cinq actes,vers,(non représentée0s,Château d'Apamée,Syrie,(inconnue)
tc0719,tc0719,Regnard,Sapor,Sapor,(non représentée),drama,Tragédie,tragédie,cinq actes,vers,(non représentée0s,Palmyre,Syrie,IIIème
tc0720,tc0720,Gresset,Édouard-III,Édouard iii,1740,drama,Tragédie,tragédie,cinq actes,vers,1740s,Londres,Angleterre,XIVème
tc0721,tc0721,Baculard,Coligny,Le coligny,1739,drama,Tragédie,tragédie,trois actes,prose,1730s,Paris,France,XVIème
tc0729,tc0729,TristanLHermite,Mariane,Mariane,1636,drama,Tragédie,tragédie,cinq actes,vers,1630s,Jérusalem,Israël,Ier avant JC
tc0745,tc0745,LaCalprenede,Mort-enfants-Hérode,La mort des enfants d'hérode ou suite de mariane ,1636,drama,Tragédie,tragédie,cinq actes,vers,1630s,Jérusalem,Israël,Ier
tc0747,tc0747,CorneilleP,Médée,Médée,1635,drama,Tragédie,tragédie,cinq actes,vers,1630s,Corinthe,Grèce,Temps mythologiques
tc0748,tc0748,Pure,Ostorius,Ostorius,1658,drama,Tragédie,tragédie,cinq actes,vers,1650s,Rome,Italie,Ier
tc0751,tc0751,Mairet,Sophonisbe,Sophonisbe,1629,drama,Tragédie,tragédie,cinq actes,vers,1620s,Cirta,Algérie,IIIème avant JC
tc0760,tc0760,TristanLHermite,Mort-Sénèque,La mort de sénèque,1644,drama,Tragédie,tragédie,cinq actes,vers,1640s,Rome,Italie,Ier
tc0762,tc0762,Voltaire,Socrate,Socrate,1759,drama,Tragédie,tragédie,cinq actes,prose,1750s,Athènes,Grèce,Vème avant JC
tc0774,tc0774,LeMierre,Guillaume-Tell,Guillaume tell,1766,drama,Tragédie,tragédie,cinq actes,vers,1760s,Altdorff,Suisse,XIVème
tc0783,tc0783,Racine,Phèdre,Phèdre,1677,drama,Tragédie,tragédie,cinq actes,vers,1670s,Borddeaux,France,XViIIème
tc0793,tc0793,Voltaire,Mort-César,La mort de césar,1743,drama,Tragédie,tragédie,trois actes,vers,1740s,Rome,Italie,Ier avant JC
tc0795,tc0795,LeVayerDeBoutigny,Grand-sélim,Le grand sélim ou le couronnement tragique,1644,drama,Tragédie,tragédie,cinq actes,vers,1640s,Constantinople,Turquie,Ier avant JC
tc0812,tc0812,PugetDeLaSerre,Sac-carthage,Le sac de carthage,N/A,drama,Tragédie,tragédie,cinq actes,prose,N/0s,Augsbourg,Allemagne,XVIème
tc0817,tc0817,LaCalprenede,Jeanne,Jeanne,1648,drama,Tragédie,tragédie,cinq actes,vers,1640s,Londres,Angleterre,XVIème
tc0818,tc0818,Nadal,Hérode,Hérode,1709,drama,Tragédie,tragédie,cinq actes,vers,1700s,Jérusalem,Israël,Ier
tc0830,tc0830,Voltaire,Brutus,Brutus,1730,drama,Tragédie,tragédie,cinq actes,vers,1730s,Rome,Italie,VIème avant JC
tc0833,tc0833,Bernard,Brutus,Brutus,N/A,drama,Tragédie,tragédie,cinq actes,vers,N/0s,Rome,Italie,XVIIIème
tc0834,tc0834,Voltaire,Mariamne,Mariamne,1724,drama,Tragédie,tragédie,cinq actes,vers,1720s,Jérusalem,Israël,Ier
tc0837,tc0837,Crébillon,Sémiramis,Sémiramis,1717,drama,Tragédie,tragédie,cinq actes,vers,1710s,Babylone,Irak,Temps mythologiques
tc0842,tc0842,Abeille,Lyncée,Lyncée,1678,drama,Tragédie,tragédie,cinq actes,vers,1670s,Nauplie,Grèce,IIème avant JC
